Encounter.mediaAsset0,Encounter.mediaAsset1,Encounter.mediaAsset2,Encounter.mediaAsset3,Encounter.mediaAsset4,Encounter.mediaAsset5,Encounter.mediaAsset6,Encounter.mediaAsset7,Encounter.mediaAsset8,Encounter.mediaAsset9,Encounter.locationID,Encounter.verbatimLocality,Encounter.decimalLatitude,Encounter.decimalLongitude,Encounter.year,Encounter.month,Encounter.day,Encounter.hour,Encounter.minutes,Encounter.occurrenceRemarks,Encounter.photographer0.fullName,Encounter.photographer0.affiliation,Encounter.photographer0.emailAddress,Encounter.genus,Encounter.specificEpithet,Encounter.submitterID,Encounter.submitterX.affiliation,Encounter.submitterX.emailAddress,Encounter.state,Encounter.mediaAsset0.keywords,Encounter.Keywords0,Encounter.Keywords1,Encounter.mediaAsset1.keywords,Encounter.mediaAsset2.keywords,Encounter.mediaAsset3.keywords,Encounter.mediaAsset4.keywords,Encounter.mediaAsset5.keywords,Encounter.mediaAsset6.keywords,Encounter.mediaAsset7.keywords,Encounter.mediaAsset8.keywords,Encounter.mediaAsset9.keywords,Encounter.measurement0,Encounter.measurement1,Encounter.measurement2,Encounter.measurement3,Encounter.distinguishingScar,Encounter.livingStatus,Encounter.lifeStage,Encounter.depth,Encounter.behavior,Encounter.sex,Encounter.individualID,Encounter.identificationRemarks,Encounter.informOtherX.affiliation,Encounter.informOtherX.emailAddress,Encounter.informOtherX.fullName,Encounter.submitterOrganization,TissueSample.sampleID,Encounter.researcherComments
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_00_15_00_-_60_ID2_box61.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_00_25_00_-_100_ID8_box108.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_00_37_00_-_148_ID10_box156.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_00_42_250_-_169_ID11_box177.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_00_56_500_-_226_ID15_box236.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_01_01_00_-_244_ID19_box257.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_01_30_750_-_363_ID26_box381.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_01_33_500_-_374_ID26_box394.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_01_35_500_-_382_ID30_box403.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_01_45_00_-_420_ID34_box461.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_01_59_00_-_476_ID41_box547.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_02_21_250_-_565_ID56_box650.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_03_07_750_-_751_ID73_box879.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_03_18_750_-_795_ID77_box937.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_03_34_250_-_857_ID78_box1009.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_03_39_500_-_878_ID81_box1032.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_03_48_750_-_915_ID84_box1075.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_04_27_500_-_1070_ID97_box1233.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_04_30_250_-_1081_ID97_box1251.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_04_47_00_-_1148_ID106_box1322.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_04_51_00_-_1164_ID107_box1340.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_04_54_250_-_1177_ID111_box1359.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_05_05_250_-_1221_ID120_box1424.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_05_08_250_-_1233_ID120_box1439.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_06_37_00_-_1588_ID148_box1808.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_06_59_00_-_1676_ID151_box1897.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_07_26_750_-_1787_ID154_box2012.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_07_36_00_-_1824_ID157_box2057.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_07_37_750_-_1831_ID157_box2067.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_07_45_250_-_1861_ID160_box2097.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_07_48_500_-_1874_ID160_box2110.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_07_50_250_-_1881_ID160_box2117.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_07_53_750_-_1895_ID162_box2132.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_08_02_500_-_1930_ID163_box2169.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_08_09_750_-_1959_ID166_box2199.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_08_12_750_-_1971_ID167_box2219.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_08_14_500_-_1978_ID168_box2227.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_08_35_00_-_2060_ID175_box2309.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_09_23_750_-_2255_ID184_box2507.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_09_54_500_-_2378_ID190_box2630.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_11_35_500_-_2782_ID211_box3050.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_12_14_750_-_2939_ID224_box3239.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_12_35_750_-_3023_ID228_box3326.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_16_20_500_-_3922_ID251_box4239.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_22_28_500_-_5394_ID294_box5741.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_23_23_750_-_5615_ID300_box5978.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_23_54_250_-_5737_ID305_box6114.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_24_00_500_-_5762_ID307_box6149.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_24_07_00_-_5788_ID313_box6184.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_24_21_250_-_5845_ID317_box6261.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_24_24_250_-_5857_ID317_box6277.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_24_39_250_-_5917_ID328_box6365.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_25_17_250_-_6069_ID341_box6530.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_25_49_00_-_6196_ID358_box6669.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_25_59_00_-_6236_ID361_box6709.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_26_04_250_-_6257_ID362_box6730.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_26_13_500_-_6294_ID365_box6776.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_28_46_500_-_6906_ID389_box7391.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_34_27_250_-_8269_ID442_box8766.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_37_33_00_-_9012_ID510_box9591.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 (0.00-40.12)_-_00_37_48_500_-_9074_ID516_box9678.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_00_19_250_-_77_ID11_box98.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_00_25_00_-_100_ID15_box145.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_00_27_00_-_108_ID15_box155.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_00_37_500_-_150_ID21_box202.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_00_40_500_-_162_ID22_box220.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_02_09_250_-_517_ID73_box691.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_02_48_750_-_675_ID98_box873.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_03_01_250_-_725_ID101_box928.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_03_32_500_-_850_ID113_box1054.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_05_24_00_-_1296_ID126_box1501.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_07_22_750_-_1771_ID144_box1976.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
