Encounter.mediaAsset0,Encounter.mediaAsset1,Encounter.mediaAsset2,Encounter.mediaAsset3,Encounter.mediaAsset4,Encounter.mediaAsset5,Encounter.mediaAsset6,Encounter.mediaAsset7,Encounter.mediaAsset8,Encounter.mediaAsset9,Encounter.locationID,Encounter.verbatimLocality,Encounter.decimalLatitude,Encounter.decimalLongitude,Encounter.year,Encounter.month,Encounter.day,Encounter.hour,Encounter.minutes,Encounter.occurrenceRemarks,Encounter.photographer0.fullName,Encounter.photographer0.affiliation,Encounter.photographer0.emailAddress,Encounter.genus,Encounter.specificEpithet,Encounter.submitterID,Encounter.submitterX.affiliation,Encounter.submitterX.emailAddress,Encounter.state,Encounter.mediaAsset0.keywords,Encounter.Keywords0,Encounter.Keywords1,Encounter.mediaAsset1.keywords,Encounter.mediaAsset2.keywords,Encounter.mediaAsset3.keywords,Encounter.mediaAsset4.keywords,Encounter.mediaAsset5.keywords,Encounter.mediaAsset6.keywords,Encounter.mediaAsset7.keywords,Encounter.mediaAsset8.keywords,Encounter.mediaAsset9.keywords,Encounter.measurement0,Encounter.measurement1,Encounter.measurement2,Encounter.measurement3,Encounter.distinguishingScar,Encounter.livingStatus,Encounter.lifeStage,Encounter.depth,Encounter.behavior,Encounter.sex,Encounter.individualID,Encounter.identificationRemarks,Encounter.informOtherX.affiliation,Encounter.informOtherX.emailAddress,Encounter.informOtherX.fullName,Encounter.submitterOrganization,TissueSample.sampleID,Encounter.researcherComments
020715_afternoon_20cmlasers_brice_2_-_00_00_43_250_-_173_ID65_box341.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Brice,Grouper Moon,Brice,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_20cmlasers_brice_2_-_00_01_43_00_-_412_ID94_box600.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Brice,Grouper Moon,Brice,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_20cmlasers_brice_2_-_00_01_44_750_-_419_ID95_box608.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Brice,Grouper Moon,Brice,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_20cmlasers_brice_2_-_00_01_52_750_-_451_ID99_box652.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Brice,Grouper Moon,Brice,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_20cmlasers_brice_2_-_00_01_57_250_-_469_ID102_box672.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Brice,Grouper Moon,Brice,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_1_-_00_00_56_250_-_225_ID27_box265.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_2_-_00_00_10_00_-_40_ID7_box46.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_2_-_00_00_13_750_-_55_ID13_box68.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_2_-_00_00_17_250_-_69_ID22_box110.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_2_-_00_00_19_750_-_79_ID23_box132.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_2_-_00_00_26_750_-_107_ID39_box198.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_2_-_00_00_47_00_-_188_ID46_box285.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_09_250_-_37_ID7_box37.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_10_750_-_43_ID8_box45.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_19_500_-_78_ID25_box103.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_22_00_-_88_ID26_box123.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_25_750_-_103_ID31_box156.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_27_750_-_111_ID31_box172.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_33_750_-_135_ID51_box221.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_37_500_-_150_ID57_box258.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_39_250_-_157_ID62_box275.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_39_750_-_159_ID61_box278.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_41_500_-_166_ID61_box296.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_49_500_-_198_ID72_box354.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_52_00_-_208_ID80_box377.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_54_500_-_218_ID87_box405.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_57_00_-_228_ID93_box425.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_00_59_750_-_239_ID96_box443.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_02_00_-_248_ID102_box457.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_04_250_-_257_ID111_box478.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_06_500_-_266_ID113_box493.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_10_00_-_280_ID115_box514.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_12_500_-_290_ID117_box536.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_16_250_-_305_ID121_box577.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_18_00_-_312_ID127_box594.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_31_250_-_365_ID153_box739.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_39_00_-_396_ID181_box811.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_42_250_-_409_ID187_box835.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_46_250_-_425_ID195_box867.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_49_250_-_437_ID200_box894.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_52_00_-_448_ID203_box919.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_54_500_-_458_ID210_box936.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_01_59_250_-_477_ID216_box968.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_02_500_-_490_ID217_box994.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_06_00_-_504_ID224_box1028.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_10_00_-_520_ID235_box1066.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_12_750_-_531_ID240_box1087.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_15_00_-_540_ID240_box1102.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_23_500_-_574_ID256_box1175.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_27_500_-_590_ID262_box1208.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_30_00_-_600_ID265_box1246.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_30_00_-_600_ID272_box1248.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_33_00_-_612_ID281_box1289.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_39_750_-_639_ID293_box1399.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_47_00_-_668_ID314_box1488.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_02_51_250_-_685_ID326_box1533.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_03_07_250_-_749_ID344_box1682.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_03_24_500_-_818_ID371_box1866.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_03_28_00_-_832_ID379_box1898.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_03_32_500_-_850_ID390_box1961.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_03_35_500_-_862_ID389_box1992.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_03_38_500_-_874_ID389_box2012.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_03_43_500_-_894_ID400_box2046.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_03_50_750_-_923_ID411_box2105.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_3_-_00_04_00_250_-_961_ID414_box2167.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_00_14_750_-_59_ID28_box102.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_00_17_750_-_71_ID34_box137.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_00_27_750_-_111_ID63_box242.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_00_41_750_-_167_ID82_box342.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_00_44_00_-_176_ID84_box380.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_00_46_500_-_186_ID96_box410.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_00_48_00_-_192_ID99_box421.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_00_56_00_-_224_ID124_box533.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_01_02_00_-_248_ID129_box609.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_01_07_00_-_268_ID141_box665.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_01_22_00_-_328_ID165_box811.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
020715_afternoon_25cmlasers_leslie_4_-_00_01_25_250_-_341_ID156_box842.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,7,13,,for_laser,Leslie,Grouper Moon,Leslie,Epinephelus,striatus,,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
